Country,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
Brazil,2000,July,Monday,Evening,Rural,Highway,Clear,125.83137385686454,2,52,18-25,Male,0.2173088650864698,0,Moderate,2,0,Moderate,14,1,43.76002088665461,3464.907770412529,Icy,Distracted Driving,3,16614.629812639716,51766.83868522944,Europe,216.1882669732364
Brazil,2004,October,Wednesday,Evening,Urban,Street,Clear,191.14036334223456,4,66,<18,Female,0.148237853846779,0,Poor,1,0,Minor,18,2,13.038832713876538,2877.5478128973787,Icy,Mechanical Failure,3,41824.37316715262,14172.497835765773,South America,4353.2345000772
Brazil,2024,August,Monday,Afternoon,Rural,Street,Windy,250.15467800529152,1,77,61+,Female,0.1243445556627678,1,Good,2,0,Severe,14,2,58.8934971358976,8814.350212084542,Icy,Distracted Driving,9,46714.54722205649,94242.2002528349,North America,3946.509822585738
Brazil,2006,December,Thursday,Night,Urban,Highway,Rainy,202.63829256856684,3,109,<18,Female,0.1203724012279102,1,Moderate,2,0,Severe,2,3,19.324256035284257,9044.80816329786,Wet,Drunk Driving,3,42527.80692882623,59499.65020197865,South America,3668.767123633712
Brazil,2015,August,Wednesday,Morning,Urban,Street,Foggy,349.50990110999845,1,113,26-40,Female,0.0095136850593479,1,Good,1,1,Severe,13,1,47.18216133374776,3845.382468895026,Snow-covered,Weather,3,29465.51954060048,58682.802401541005,North America,2159.2618508295736
Brazil,2017,December,Thursday,Afternoon,Urban,Street,Windy,426.4204635203444,1,39,<18,Male,0.0099280820793417,0,Poor,2,1,Minor,14,3,44.240198530793016,8094.884137519247,Snow-covered,Speeding,3,22806.62515683316,32896.33153199612,South America,171.14253449965872
Brazil,2008,November,Tuesday,Night,Urban,Highway,Snowy,183.05672348654804,1,63,26-40,Male,0.0880721058113104,1,Moderate,2,1,Minor,5,1,32.28468148465319,1821.08722172977,Wet,Mechanical Failure,1,14424.825615445316,60951.62203135372,Asia,2993.972592434238
Brazil,2002,March,Tuesday,Morning,Urban,Highway,Rainy,294.3798300182404,4,66,26-40,Male,0.0157069118574123,1,Poor,2,0,Minor,2,3,51.30494431232288,2043.942827108457,Wet,Mechanical Failure,0,25945.05196206308,36774.14883844909,Australia,4579.850835790544
Brazil,2016,March,Friday,Afternoon,Urban,Main Road,Foggy,335.1814405096396,4,81,18-25,Female,0.233943891535719,0,Good,2,2,Minor,10,4,18.62282874358668,5659.086851681219,Dry,Mechanical Failure,4,22728.28504933763,20493.02233101771,Europe,4312.428455903189
Brazil,2021,July,Thursday,Evening,Rural,Highway,Windy,359.2042005267755,2,108,18-25,Male,0.1905642377087921,0,Good,2,0,Severe,16,1,9.130172005840423,2348.617066836574,Dry,Distracted Driving,8,13257.172807418488,60732.19449452076,North America,3327.4538331894064
Brazil,2014,February,Thursday,Morning,Urban,Street,Snowy,373.0629096086608,3,69,<18,Female,0.0785500140145115,0,Poor,0,2,Minor,17,4,29.715902644981103,3430.394977539411,Icy,Distracted Driving,4,26370.14211461847,83882.2954229779,Europe,1716.6526276392794
Brazil,2021,March,Thursday,Night,Rural,Street,Foggy,419.4539879841473,1,86,<18,Male,0.0939890146084154,1,Poor,2,1,Moderate,16,2,26.927734266709667,7584.357216854976,Dry,Weather,3,4863.965600285499,36692.05190396303,North America,1215.1061449873198
Brazil,2006,August,Saturday,Night,Urban,Main Road,Clear,453.6132732555091,1,69,26-40,Female,0.0095656159771667,1,Poor,0,2,Minor,18,1,29.12876117628677,5834.469710590662,Snow-covered,Drunk Driving,5,3843.705677892841,30251.85299404733,Europe,1073.0044848311236
Brazil,2015,May,Monday,Night,Rural,Main Road,Clear,348.5806464702261,2,90,<18,Male,0.2446496545269969,0,Good,2,0,Minor,18,4,8.041107204832137,4824.011435969384,Snow-covered,Weather,3,7272.287078161687,83238.01196427544,North America,1693.6509301469332
Brazil,2014,July,Monday,Morning,Urban,Street,Rainy,444.6714492794699,3,106,<18,Male,0.1229218366238558,0,Moderate,0,2,Minor,6,4,32.90421604862293,7879.225168440807,Wet,Weather,5,24827.8193923049,61544.48561827497,Asia,99.00550927995504
Brazil,2004,January,Wednesday,Morning,Urban,Main Road,Windy,122.03200624943015,4,67,41-60,Female,0.0303028858437619,1,Moderate,1,2,Moderate,18,0,49.76468323279664,8089.251903658105,Snow-covered,Mechanical Failure,4,5228.611545926672,92862.9575129223,South America,4439.577821791718
Brazil,2001,April,Friday,Morning,Rural,Highway,Snowy,430.3212244366345,1,117,26-40,Male,0.2393672979182568,0,Good,1,1,Minor,10,2,22.370901579257644,2560.2569906809435,Icy,Weather,3,22447.256057631468,62913.61627361356,Asia,1935.822781746038
Brazil,2016,June,Thursday,Morning,Urban,Main Road,Rainy,307.45291217936665,3,117,41-60,Male,0.1708723033612468,0,Poor,2,1,Severe,14,1,6.270538196652435,847.7777967161386,Wet,Speeding,5,30802.308730509336,43700.7653332084,Australia,538.596472242178
Brazil,2023,November,Wednesday,Evening,Urban,Street,Windy,467.0543311902593,1,103,26-40,Female,0.0446894596205731,1,Moderate,2,2,Moderate,15,3,36.47564119547509,7137.898038890813,Dry,Drunk Driving,7,49724.199961826766,3732.0697022301338,South America,2567.3815039156552
Brazil,2009,December,Tuesday,Morning,Rural,Street,Windy,486.4120476113144,3,33,41-60,Female,0.0584670911737642,1,Poor,1,2,Moderate,12,1,38.0994096807198,8498.329313812068,Icy,Drunk Driving,4,38499.049663619255,21393.11055754043,Europe,2924.7690737319235
Brazil,2001,April,Sunday,Night,Rural,Main Road,Windy,50.624547878130606,1,79,41-60,Male,0.0989930239141213,1,Moderate,1,2,Severe,9,4,36.20858567945559,7333.47867966643,Icy,Distracted Driving,0,28403.622789832425,16694.03251581676,North America,4657.358123919531
Brazil,2008,August,Thursday,Night,Urban,Highway,Clear,121.633875442867,2,45,<18,Male,0.1093901564898818,1,Poor,1,1,Severe,11,1,45.55807527112776,8967.962539512442,Icy,Weather,4,32326.566563471275,83552.86542038442,Europe,3173.94002954287
Brazil,2018,May,Sunday,Morning,Rural,Highway,Windy,234.90790168432628,1,75,18-25,Male,0.0383181589162822,1,Good,1,0,Severe,14,1,29.76728801627852,4476.423544461438,Wet,Weather,2,27882.14681560241,58786.23064686743,South America,2486.97372424342
Brazil,2002,February,Thursday,Evening,Rural,Highway,Snowy,223.1834037090441,2,60,<18,Female,0.1477829178124529,0,Good,2,0,Moderate,3,4,14.890047205772914,4165.069809017222,Icy,Mechanical Failure,1,12542.201067210995,54644.693356342745,North America,4030.070030209535
Brazil,2022,March,Saturday,Afternoon,Urban,Street,Foggy,400.98706979195737,2,80,41-60,Male,0.1937436793094341,0,Poor,1,2,Severe,16,1,13.382630528622691,9762.756957896663,Icy,Weather,5,9443.24125340404,59765.95064452823,South America,34.552835932746675
Brazil,2001,September,Sunday,Afternoon,Rural,Highway,Clear,462.4955950267988,2,115,26-40,Male,0.2426321254165706,0,Poor,2,0,Moderate,14,2,10.440978791487735,9648.6070735051,Wet,Distracted Driving,1,49536.857076321445,17735.099580870654,South America,1983.2001800011692
Brazil,2021,November,Thursday,Morning,Urban,Highway,Rainy,181.73128752910267,4,111,26-40,Female,0.0636777929019224,1,Good,0,0,Moderate,18,3,29.076367607783464,9791.964787092604,Wet,Mechanical Failure,6,47611.2140797684,29203.27356304726,North America,2638.75948079159
Brazil,2004,February,Sunday,Evening,Rural,Street,Windy,150.5454952116425,3,70,61+,Male,0.1869544246920232,0,Moderate,2,2,Severe,9,3,39.199723331814,2563.0913879113123,Snow-covered,Mechanical Failure,8,36355.691779329725,59827.50224082231,Australia,4081.189309393993
Brazil,2022,January,Thursday,Morning,Urban,Highway,Rainy,427.1013872465103,3,86,61+,Female,0.2406053944497941,0,Moderate,2,1,Moderate,4,2,40.37283821673014,3158.478952748407,Icy,Distracted Driving,7,2641.4845575263826,58634.43685407161,Asia,2819.9508630595533
Brazil,2019,August,Friday,Afternoon,Urban,Main Road,Rainy,321.2407367445042,3,76,18-25,Female,0.1300350316991495,0,Poor,0,0,Severe,17,1,17.03403347362744,4572.749207612344,Dry,Mechanical Failure,2,26130.223252562293,79485.97367299863,Australia,184.21352327626732
Brazil,2009,April,Tuesday,Evening,Rural,Highway,Windy,148.69876850454665,4,95,18-25,Female,0.159646308699106,1,Poor,0,1,Severe,7,0,57.16039566166671,8830.114550549028,Snow-covered,Weather,9,40783.176821573856,84025.13124376639,Europe,4890.265760508765
Brazil,2017,July,Tuesday,Night,Rural,Street,Foggy,90.08739655859496,3,96,41-60,Male,0.0003633838170695,0,Good,0,0,Minor,8,4,6.391904678501808,4959.702343005002,Icy,Drunk Driving,2,31812.32380823748,27876.250872310397,South America,1608.4186876355902
Brazil,2023,March,Sunday,Afternoon,Urban,Highway,Rainy,59.62048011030464,4,48,41-60,Male,0.181136512182369,0,Poor,0,1,Severe,1,0,53.288071519066726,8412.833678430667,Dry,Weather,3,33614.86859341814,48735.95734823785,North America,3548.628719510991
Brazil,2023,August,Thursday,Afternoon,Urban,Street,Foggy,495.0898661965851,2,47,<18,Female,0.2260781963931243,1,Poor,1,2,Moderate,17,0,11.3099408351356,8179.751729864864,Icy,Drunk Driving,9,11255.867182252545,19812.82992950821,South America,1205.2523340032692
Brazil,2000,January,Friday,Afternoon,Urban,Street,Clear,470.1213193843332,2,60,<18,Female,0.2077046535241165,1,Poor,1,0,Severe,15,2,14.65522070560367,2245.928590370842,Icy,Speeding,5,1793.030085546509,52975.38525081845,Europe,125.20724987006125
Brazil,2009,September,Saturday,Evening,Rural,Highway,Foggy,191.04190607082384,2,113,41-60,Female,0.0151858292365151,0,Good,2,1,Moderate,14,2,55.734324137479184,1267.4470585177112,Icy,Speeding,0,27026.82741226399,39945.57007778928,South America,1434.9719086203736
Brazil,2010,March,Tuesday,Morning,Urban,Highway,Rainy,139.96019020264654,3,94,18-25,Female,0.0981486120595083,0,Poor,0,2,Minor,1,1,41.23286466965327,5275.218318266778,Icy,Mechanical Failure,6,11339.2222765783,89274.9195411884,Australia,1556.7581339019937
Brazil,2010,April,Friday,Afternoon,Urban,Street,Snowy,92.0565521472108,3,115,41-60,Female,0.2252311337957986,0,Poor,2,1,Severe,13,0,33.14860555002456,4721.0831264141125,Icy,Speeding,2,28826.94418421214,36545.27458992328,Australia,792.5033650771812
Brazil,2013,October,Monday,Evening,Urban,Street,Foggy,63.061093924264,4,40,26-40,Male,0.0388013841246634,1,Moderate,2,2,Moderate,0,3,15.036072980276373,9795.663837815073,Wet,Weather,8,24056.01905168932,24991.08553621206,North America,1625.4970485307297
Brazil,2023,November,Tuesday,Night,Urban,Street,Windy,441.2653366968437,2,34,26-40,Female,0.2366261868929367,0,Good,1,2,Minor,19,4,37.63059287795873,4777.649157883665,Icy,Speeding,0,7280.602148467114,63277.764384578,Australia,1242.01183928599
Brazil,2024,July,Monday,Evening,Urban,Street,Foggy,56.24162164406764,2,100,26-40,Female,0.2194423773067502,1,Poor,2,0,Moderate,4,2,43.07583472803988,2190.979564463762,Icy,Speeding,4,2534.688251149249,21071.914953682885,Australia,2544.5610440929267
Brazil,2011,August,Sunday,Morning,Urban,Street,Rainy,310.305902967252,3,35,18-25,Female,0.0617802413555718,0,Poor,2,1,Minor,18,4,55.10706967589813,5102.984295325655,Icy,Speeding,2,36254.39964449966,31515.001759601382,Europe,80.42721303310584
Brazil,2019,July,Friday,Night,Urban,Main Road,Foggy,157.82248783582088,3,97,26-40,Male,0.0890112263122028,0,Good,0,0,Severe,4,0,10.367332896967612,7624.300007914969,Wet,Drunk Driving,4,22132.58249978362,66897.97132430784,Europe,3734.578673900761
Brazil,2024,May,Tuesday,Morning,Rural,Highway,Clear,263.03002768353707,4,85,26-40,Female,0.1399676746760449,1,Good,0,2,Minor,12,0,14.380370994766606,1657.3097968417992,Wet,Weather,0,17880.425019288363,89617.16945311282,North America,3732.167975722497
Brazil,2014,October,Thursday,Evening,Rural,Street,Snowy,97.36955425997064,4,116,61+,Male,0.1298412101129658,0,Poor,1,0,Severe,18,0,17.852626312353344,2970.4855770334834,Icy,Mechanical Failure,7,719.4347355619523,14616.766588758528,Australia,2939.4043940168485
Brazil,2005,March,Sunday,Evening,Rural,Highway,Foggy,164.21225391508338,2,98,61+,Male,0.0878930601884822,0,Good,2,0,Moderate,16,2,44.67960098809908,4125.07511181777,Dry,Mechanical Failure,9,19660.060291363738,99204.99068291717,North America,1598.0521640643626
Brazil,2013,April,Wednesday,Morning,Rural,Main Road,Clear,375.7823102726083,1,98,26-40,Male,0.1900197027428066,1,Moderate,0,0,Minor,17,1,48.452061457321584,9846.497291269348,Snow-covered,Weather,5,12986.75896881105,37946.43118253852,Europe,3991.142766406535
Brazil,2004,December,Tuesday,Evening,Rural,Main Road,Windy,325.92942834411616,4,112,18-25,Male,0.0392749849909442,0,Good,0,0,Minor,18,2,44.09053051964401,9909.073593971829,Dry,Distracted Driving,6,27470.13717772003,94820.42894153864,Australia,318.6615779675399
Brazil,2007,May,Wednesday,Afternoon,Urban,Main Road,Snowy,106.21306713057577,1,53,41-60,Female,0.2274067556024849,0,Poor,0,1,Minor,1,0,28.049608086713988,9641.89834646294,Snow-covered,Mechanical Failure,1,49657.355097061634,49173.55915639892,Australia,2385.926440358449
Brazil,2011,August,Thursday,Morning,Rural,Main Road,Snowy,287.70789521398245,4,33,<18,Male,0.0294326728222034,0,Moderate,0,0,Severe,17,3,37.04983725361312,7152.72423034032,Dry,Weather,3,42211.6692890073,87097.86751729638,Asia,2475.477538913154
Brazil,2009,April,Sunday,Evening,Urban,Highway,Rainy,139.1325864069034,2,112,<18,Female,0.1101810152234958,1,Poor,0,2,Severe,6,0,55.69920089308876,9520.69873516809,Icy,Speeding,6,23400.659028816797,66950.63801934946,South America,4990.503737421104
Brazil,2010,June,Saturday,Evening,Urban,Main Road,Clear,316.8610208289612,4,41,26-40,Male,0.1053959344771376,1,Moderate,1,1,Moderate,12,3,27.672835831162217,9591.380145431733,Snow-covered,Distracted Driving,0,26493.38980339594,32562.478040700003,Australia,2730.5836415954936
Brazil,2022,March,Friday,Morning,Rural,Highway,Clear,348.9251019499691,3,83,<18,Female,0.094396437757825,1,Moderate,0,0,Moderate,13,3,55.27129375325835,1419.1081372302694,Icy,Speeding,1,28798.590262334164,65088.62357117343,Europe,250.2601818408744
Brazil,2024,November,Friday,Night,Urban,Main Road,Windy,444.2220387698084,2,112,61+,Female,0.2285542908956896,0,Poor,0,0,Minor,8,0,30.462038046723467,3148.6825719176186,Snow-covered,Mechanical Failure,3,33355.48781988752,78011.07549639125,Europe,488.5182545471338
Brazil,2000,November,Saturday,Afternoon,Urban,Street,Rainy,408.1301166382908,4,69,26-40,Female,0.1474735083969137,1,Poor,2,0,Moderate,1,0,56.99107110165075,7075.788920351154,Dry,Drunk Driving,5,7088.858818265274,22765.408242931968,South America,4354.876063705863
Brazil,2008,June,Thursday,Night,Rural,Main Road,Foggy,282.18020015325453,3,112,61+,Female,0.1056772706818725,0,Poor,2,0,Severe,14,0,27.80844027885711,6628.3936449911525,Wet,Distracted Driving,5,47927.97314316359,67941.96195213018,Asia,1715.782354991725
Brazil,2014,January,Saturday,Evening,Rural,Highway,Windy,159.05072595857263,1,30,18-25,Female,0.2084785915617249,0,Moderate,2,2,Moderate,5,0,7.405336370322651,9704.731441347752,Wet,Weather,7,29445.794756357303,38781.60758360789,North America,3723.5254821282615
Brazil,2006,March,Saturday,Afternoon,Rural,Main Road,Clear,206.90660008608103,2,61,61+,Male,0.2410373129323783,0,Good,0,1,Severe,9,1,29.905108809303968,6459.027443695138,Wet,Mechanical Failure,2,7258.418449839844,19350.870609119767,North America,4731.147159971865
Brazil,2015,August,Saturday,Night,Rural,Main Road,Rainy,176.18656314178497,4,110,18-25,Female,0.0595098891109443,0,Poor,0,2,Minor,17,4,34.0018271480435,8867.435357698761,Snow-covered,Distracted Driving,0,12448.03510556474,47000.51481642336,Australia,3804.253742574657
Brazil,2020,May,Saturday,Morning,Urban,Street,Clear,398.6320999242536,3,101,41-60,Female,0.1310905578647985,1,Moderate,2,2,Severe,16,3,55.268972179183415,5458.34349432958,Dry,Drunk Driving,8,2907.853147263539,39526.774058043215,Asia,635.5474224244882
Brazil,2017,April,Wednesday,Afternoon,Rural,Main Road,Foggy,86.40899321332614,2,53,41-60,Female,0.2062967044452886,1,Poor,1,0,Moderate,12,0,31.200541781522865,497.3312463353968,Wet,Speeding,3,6602.261004694872,6173.669536070769,North America,380.0943507546456
Brazil,2004,March,Thursday,Night,Rural,Highway,Clear,225.6042251791647,3,71,26-40,Female,0.0933498731339877,0,Moderate,0,0,Severe,5,2,37.072151209148366,3644.1207531509376,Dry,Drunk Driving,7,45402.10892185792,55747.516048362,North America,2032.036415666983
Brazil,2010,September,Tuesday,Night,Urban,Street,Clear,65.87224144757839,2,87,26-40,Male,0.1294303260644015,0,Good,2,0,Severe,19,2,22.435335202877457,2060.52388782938,Dry,Drunk Driving,0,4346.03139941424,6859.385828239921,North America,1647.58726539642
Brazil,2015,January,Saturday,Night,Urban,Street,Snowy,173.56533605291054,1,46,<18,Female,0.1871945520839922,0,Moderate,2,1,Severe,8,2,41.49277276458302,4810.069324212916,Snow-covered,Drunk Driving,6,2238.093340349525,90881.62232917132,Australia,3322.8835755622663
Brazil,2005,May,Sunday,Evening,Urban,Street,Snowy,374.2195257611852,2,72,61+,Female,0.0039280786477654,1,Moderate,1,1,Moderate,15,3,23.20473356867221,7252.772731719786,Wet,Distracted Driving,7,3036.5427963302204,26041.134284342308,North America,2328.896751397055
Brazil,2024,July,Tuesday,Night,Rural,Main Road,Snowy,112.45683898462116,4,70,26-40,Male,0.1272241561762216,0,Good,1,2,Moderate,16,2,35.22069143200056,5553.030351021384,Snow-covered,Distracted Driving,0,4197.05992333209,22886.780773086484,Europe,1089.734591616075
Brazil,2021,February,Thursday,Afternoon,Urban,Highway,Snowy,337.1292576949185,2,40,61+,Male,0.0869961545070753,0,Good,2,1,Moderate,14,4,59.38235794342243,6992.201317060777,Snow-covered,Distracted Driving,3,46312.76944624918,11401.26275809955,Europe,2176.597773249785
Brazil,2008,November,Friday,Night,Rural,Highway,Clear,439.11902315614464,1,85,18-25,Female,0.1637279856581475,0,Moderate,1,1,Moderate,14,4,34.03958714610519,3831.934910008721,Wet,Speeding,3,955.5543481286534,26968.05673445496,North America,4778.210530119714
Brazil,2010,August,Saturday,Evening,Rural,Main Road,Snowy,245.1749343664812,4,103,18-25,Male,0.1650987630499476,0,Moderate,1,2,Minor,4,3,57.05536874183725,8454.115530763413,Dry,Speeding,9,17556.821116887768,33885.84401034463,Europe,35.445429892461966
Brazil,2011,May,Monday,Morning,Rural,Street,Snowy,405.2402388794731,4,55,18-25,Male,0.0889321734534674,1,Moderate,0,1,Minor,0,3,7.734749733185113,5413.015632479362,Snow-covered,Weather,2,36515.96752161748,55851.75382056025,South America,3285.9971070615657
Brazil,2008,February,Monday,Afternoon,Rural,Street,Snowy,84.5721488574888,1,55,26-40,Female,0.0312000878254642,1,Good,1,2,Minor,17,0,26.95337002502145,4516.425719748337,Snow-covered,Weather,1,2314.1911434126805,88537.49364797733,Asia,1385.3903440371278
Brazil,2011,July,Sunday,Afternoon,Urban,Street,Rainy,333.1037326300062,3,63,41-60,Male,0.1296612628461051,0,Poor,0,2,Severe,15,2,49.795236192265214,2075.7871763977164,Dry,Distracted Driving,6,46296.90313656396,48711.925870708736,North America,1213.5745651740187
Brazil,2004,June,Friday,Night,Rural,Highway,Snowy,115.09117954942808,3,91,61+,Male,0.0060350862289902,0,Poor,0,0,Minor,15,2,52.8025431852307,1564.350951503921,Wet,Mechanical Failure,8,31499.315553579763,87473.57586745589,North America,4196.8845914447975
Brazil,2018,April,Sunday,Afternoon,Urban,Street,Snowy,338.2622061100213,4,69,18-25,Female,0.1104927906267562,0,Moderate,2,0,Severe,17,2,18.082457691959977,7997.7115041690595,Dry,Mechanical Failure,0,17820.34471456693,12043.23711713484,Asia,1344.1526318328376
Brazil,2001,February,Saturday,Morning,Rural,Main Road,Rainy,330.50652802503544,1,58,26-40,Female,0.0936682407497617,1,Poor,0,0,Moderate,15,1,48.59008739273597,465.6478779695841,Dry,Speeding,9,5871.568225491212,58416.38210669231,Australia,4203.677257364008
Brazil,2006,October,Friday,Evening,Rural,Main Road,Snowy,339.636349278454,3,108,18-25,Female,0.1720376223036684,1,Good,1,0,Severe,0,1,29.694600916147227,2932.2591809484297,Icy,Drunk Driving,2,28095.489633495286,22568.43364276521,Asia,786.3024530602795
Brazil,2005,February,Tuesday,Night,Urban,Highway,Windy,424.1367646894561,4,105,26-40,Female,0.0930836952643199,0,Poor,1,2,Severe,19,3,57.77488361118474,2679.429922975987,Dry,Speeding,1,35165.368417345904,29956.617656658746,South America,2740.8149072081424
Brazil,2011,May,Monday,Evening,Urban,Highway,Rainy,427.3925035882452,2,87,18-25,Male,0.0146091452260473,0,Moderate,0,2,Moderate,9,2,58.046330923511285,1868.5649528036283,Dry,Distracted Driving,2,20958.977349898323,9454.24783619577,North America,1467.511549607544
Brazil,2023,December,Tuesday,Afternoon,Rural,Main Road,Windy,182.3611950945317,1,49,<18,Male,0.1546744819762337,0,Poor,1,0,Moderate,8,3,16.83979649157792,9925.526060985774,Icy,Weather,3,42973.39942797332,14773.177596157071,North America,2236.6923545514437
Brazil,2022,March,Wednesday,Afternoon,Urban,Street,Rainy,180.6908713813469,3,66,61+,Female,0.16886634659211,1,Moderate,0,2,Minor,3,3,28.65598210611962,6340.371694369255,Snow-covered,Speeding,3,15574.395276281395,50044.08040023739,Asia,3743.1923683313626
Brazil,2008,March,Monday,Afternoon,Rural,Highway,Snowy,370.616656966344,2,30,41-60,Male,0.0523821334348991,1,Moderate,1,2,Minor,13,1,39.57967151131572,9530.965381402284,Icy,Speeding,1,5420.228823449069,49270.798031156,North America,3386.3388188418357
Brazil,2003,August,Thursday,Morning,Urban,Street,Foggy,434.63795103029065,1,35,26-40,Female,0.1682496858713164,0,Good,0,0,Severe,15,2,39.60249569581719,1647.2159335259844,Dry,Speeding,0,38259.27966264537,49304.47385987804,North America,4890.817901773117
Brazil,2024,August,Friday,Morning,Rural,Highway,Windy,92.80346618464822,3,54,26-40,Male,0.1149958222689734,1,Poor,1,0,Moderate,2,4,19.398098808726548,9238.73763779645,Dry,Speeding,3,27690.95464082956,6425.674285473783,Asia,1760.5928397758728
Brazil,2003,April,Monday,Evening,Urban,Street,Foggy,163.326222393796,4,78,18-25,Male,0.2049408091013847,0,Moderate,0,2,Moderate,7,0,9.956363697625438,6246.878847855133,Icy,Mechanical Failure,0,6003.819594124654,58065.85561588617,North America,3200.4196842246847
Brazil,2021,August,Friday,Afternoon,Rural,Street,Windy,186.1679745427181,1,59,61+,Female,0.0285649065983261,0,Moderate,2,1,Moderate,5,2,15.099489784720909,3382.644631218674,Icy,Weather,6,19483.72349463744,1494.2920269152703,Asia,1404.2025949994818
Brazil,2012,January,Saturday,Evening,Rural,Street,Rainy,236.854131513368,2,85,<18,Male,0.1252703752850855,0,Poor,1,2,Severe,17,1,41.96920882890623,6168.14057274467,Wet,Drunk Driving,2,29200.56278886199,98603.82321437204,Europe,4052.782614755608
Brazil,2009,August,Tuesday,Afternoon,Rural,Main Road,Snowy,279.0721436555273,3,90,<18,Female,0.1568192826185001,0,Good,2,2,Moderate,0,2,49.349430575156696,8804.13896961439,Dry,Speeding,4,48773.24569992878,87557.81868452634,Europe,3010.980830166576
Brazil,2013,December,Saturday,Afternoon,Rural,Main Road,Rainy,221.7491349505928,4,95,<18,Female,0.0360230674402347,1,Good,1,2,Severe,12,1,8.613435703756185,8224.2642199745,Snow-covered,Weather,5,20965.838204060343,20903.33624763174,South America,2140.649600231399
Brazil,2007,December,Tuesday,Morning,Rural,Street,Rainy,100.46697244112256,3,98,41-60,Male,0.0549633079827264,1,Moderate,1,1,Severe,18,2,31.98490703667888,1805.5543557342685,Snow-covered,Speeding,3,48857.27632864534,78044.64017602293,North America,2713.9745387644043
Brazil,2005,May,Tuesday,Morning,Rural,Main Road,Foggy,367.4137922171868,4,89,<18,Female,0.0393652839628853,0,Good,2,0,Severe,14,2,50.60875155016818,5543.743910024892,Wet,Weather,0,19112.2901504382,54853.33551855371,North America,2659.4607967558004
Brazil,2011,April,Saturday,Night,Rural,Highway,Rainy,407.7921014929644,2,80,18-25,Male,0.007707471868798,1,Moderate,1,1,Severe,0,3,14.616267066272789,4009.6357914690448,Snow-covered,Weather,1,24793.774492103646,86368.58992754218,Australia,3861.8241403866377
Brazil,2017,June,Saturday,Afternoon,Urban,Highway,Rainy,246.9694273568938,2,119,41-60,Male,0.1191887953395558,1,Moderate,0,0,Minor,19,1,51.62591660501493,5384.987958226126,Wet,Mechanical Failure,1,36744.26542155386,2110.1871390667075,Asia,4105.530243559619
Brazil,2000,March,Sunday,Evening,Rural,Main Road,Foggy,303.3605534824217,1,102,61+,Male,0.1842571240304951,1,Moderate,2,1,Minor,7,0,34.22347826975245,6311.613601424077,Snow-covered,Mechanical Failure,3,8470.443441321817,71288.72384651551,South America,1209.0484644860858
Brazil,2007,November,Thursday,Night,Rural,Highway,Windy,173.0734577340708,1,96,26-40,Female,0.1801093447558575,0,Poor,0,0,Moderate,0,4,50.30378845610643,5265.656324752878,Snow-covered,Mechanical Failure,6,23443.631716093107,7051.622846648937,South America,4167.868257083565
Brazil,2017,August,Sunday,Evening,Rural,Street,Foggy,232.96105306111363,4,119,<18,Female,0.0967788104895344,0,Moderate,1,2,Minor,17,4,54.68254141626604,3817.586719064984,Wet,Drunk Driving,5,41347.7185163803,56523.21241761487,Australia,1356.8996831543905
Brazil,2003,February,Monday,Evening,Urban,Street,Windy,404.6688966946978,2,116,26-40,Female,0.2421884981258723,1,Good,0,2,Minor,2,2,28.22576544686155,8915.948587813671,Wet,Speeding,7,31784.64491408151,97894.14256861362,Asia,4540.087632312442
Brazil,2019,January,Wednesday,Afternoon,Urban,Main Road,Windy,308.5147174898888,2,102,18-25,Female,0.2441292589622609,0,Moderate,0,1,Severe,14,4,25.736496145235268,7286.4116464068575,Icy,Distracted Driving,2,37339.791514486,13173.515251559887,Australia,454.5179887870832
Brazil,2024,March,Friday,Night,Urban,Main Road,Clear,226.88299825392565,1,35,18-25,Male,0.1711088587920651,1,Good,2,1,Moderate,5,2,14.745606202630173,3385.61419226008,Icy,Mechanical Failure,4,39649.1267856265,51064.13115187945,Australia,1971.0393511496484
Brazil,2014,December,Tuesday,Afternoon,Rural,Main Road,Snowy,436.6585470421023,4,85,<18,Male,0.0507383441853513,1,Poor,2,0,Minor,19,1,43.91928744694503,7794.037697471119,Wet,Drunk Driving,7,39487.6555262239,55150.7648854794,North America,4422.000586970476
Brazil,2017,November,Friday,Afternoon,Rural,Main Road,Snowy,228.06767072930927,2,71,26-40,Female,0.1570930384888787,1,Good,2,0,Moderate,8,1,35.97749447272484,8174.829494500507,Snow-covered,Mechanical Failure,5,40041.9174991101,84273.22381192476,South America,3558.318682041097
Brazil,2001,March,Friday,Morning,Rural,Main Road,Snowy,273.68757232559386,4,83,18-25,Male,0.0431508051116366,0,Good,2,1,Severe,6,4,50.25407813225158,8739.463797039483,Snow-covered,Speeding,9,18963.16479576308,64319.09048001567,South America,3493.5161015025824
